timestamp,pc_id,state,user_id,session_ttl_remaining
2026-04-01 00:00:00,Lab_219_PC103,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC104,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC105,Idle,AnonUser_0066,105
2026-04-01 00:00:00,Lab_219_PC106,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC107,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC108,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC109,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC110,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC111,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC112,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC113,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC114,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC115,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC116,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC117,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC118,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC119,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC120,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC121,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC122,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC123,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC124,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC125,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC126,Idle,AnonUser_0177,105
2026-04-01 00:00:00,Lab_219_PC127,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC128,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC129,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC130,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC131,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC132,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC133,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC134,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC135,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC136,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC137,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC138,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC139,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC140,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC141,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC142,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC143,In Use,AnonUser_0007,15
2026-04-01 00:00:00,Lab_219_PC144,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC145,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC146,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC147,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC148,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC149,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC150,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC151,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC152,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC153,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC154,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC155,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC156,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC157,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC158,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC159,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC160,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC161,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC162,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC163,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC164,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC165,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC166,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC167,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC168,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC169,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC170,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC171,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC172,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC173,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC174,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC175,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC176,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC177,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC178,Offline,N/A,N/A
2026-04-01 00:00:00,Lab_219_PC179,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC001,In Use,AnonUser_0156,30
2026-04-01 00:15:00,Lab_202_PC002,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC003,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC004,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC005,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC006,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC007,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC008,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC009,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC010,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC011,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC012,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC013,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC014,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC015,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC016,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC017,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC018,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC019,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC020,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC021,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC022,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC023,Idle,AnonUser_0002,210
2026-04-01 00:15:00,Lab_202_PC024,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC025,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC026,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC027,In Use,AnonUser_0057,60
2026-04-01 00:15:00,Lab_202_PC028,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC029,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_202_PC030,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC031,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC032,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC033,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC034,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC035,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC036,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC037,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC038,In Use,AnonUser_0155,45
2026-04-01 00:15:00,Lab_206_PC039,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC040,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC041,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC042,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC043,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC044,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC045,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC046,In Use,AnonUser_0170,0
2026-04-01 00:15:00,Lab_206_PC047,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC048,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC049,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC050,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC051,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC052,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC053,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC054,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC055,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC056,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC057,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_206_PC058,In Use,AnonUser_0132,195
2026-04-01 00:15:00,Lab_206_PC059,In Use,AnonUser_0127,90
2026-04-01 00:15:00,Lab_206_PC060,In Use,AnonUser_0134,30
2026-04-01 00:15:00,Lab_210_PC061,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC062,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC063,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC064,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC065,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC066,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC067,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC068,Idle,AnonUser_0084,120
2026-04-01 00:15:00,Lab_210_PC069,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC070,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC071,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC072,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC073,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC074,Idle,AnonUser_0058,45
2026-04-01 00:15:00,Lab_210_PC075,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC076,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC077,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC078,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC079,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC080,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_210_PC081,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC082,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC083,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC084,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC085,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC086,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC087,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC088,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC089,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC090,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC091,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC092,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC093,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC094,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC095,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC096,Idle,AnonUser_0016,45
2026-04-01 00:15:00,Lab_219_PC097,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC098,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC099,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC100,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC101,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC102,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC103,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC104,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC105,In Use,AnonUser_0066,90
2026-04-01 00:15:00,Lab_219_PC106,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC107,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC108,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC109,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC110,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC111,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC112,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC113,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC114,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC115,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC116,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC117,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC118,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC119,Idle,AnonUser_0043,150
2026-04-01 00:15:00,Lab_219_PC120,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC121,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC122,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC123,In Use,AnonUser_0026,135
2026-04-01 00:15:00,Lab_219_PC124,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC125,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC126,Idle,AnonUser_0177,90
2026-04-01 00:15:00,Lab_219_PC127,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC128,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC129,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC130,Idle,AnonUser_0104,15
2026-04-01 00:15:00,Lab_219_PC131,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC132,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC133,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC134,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC135,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC136,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC137,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC138,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC139,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC140,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC141,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC142,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC143,Idle,AnonUser_0007,0
2026-04-01 00:15:00,Lab_219_PC144,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC145,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC146,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC147,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC148,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC149,Idle,AnonUser_0150,120
2026-04-01 00:15:00,Lab_219_PC150,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC151,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC152,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC153,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC154,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC155,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC156,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC157,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC158,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC159,Idle,AnonUser_0135,225
2026-04-01 00:15:00,Lab_219_PC160,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC161,Idle,AnonUser_0100,105
2026-04-01 00:15:00,Lab_219_PC162,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC163,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC164,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC165,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC166,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC167,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC168,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC169,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC170,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC171,Idle,AnonUser_0129,45
2026-04-01 00:15:00,Lab_219_PC172,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC173,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC174,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC175,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC176,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC177,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC178,Offline,N/A,N/A
2026-04-01 00:15:00,Lab_219_PC179,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC001,In Use,AnonUser_0156,15
2026-04-01 00:30:00,Lab_202_PC002,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC003,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC004,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC005,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC006,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC007,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC008,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC009,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC010,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC011,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC012,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC013,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC014,In Use,AnonUser_0068,150
2026-04-01 00:30:00,Lab_202_PC015,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC016,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC017,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC018,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC019,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC020,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC021,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC022,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC023,Idle,AnonUser_0002,195
2026-04-01 00:30:00,Lab_202_PC024,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC025,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC026,Idle,AnonUser_0145,210
2026-04-01 00:30:00,Lab_202_PC027,Idle,AnonUser_0057,45
2026-04-01 00:30:00,Lab_202_PC028,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC029,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_202_PC030,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC031,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC032,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC033,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC034,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC035,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC036,Offline,N/A,N/A
2026-04-01 00:30:00,Lab_206_PC037,Offline,N/A,N/A
